UID        PID  PPID  C STIME TTY          TIME CMD
cs20161+ 18314     1  0  2020 ?        00:19:09 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools
cs20161+ 18391 18314  0  2020 ?        00:04:02 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 18314 0
cs20181+ 18452     1  0  2020 ?        00:02:40 bochs -q
sp20191+ 18833     1  0  2020 ?        00:01:13 myint 100000000000000
root     19337   991  0 11:04 ?        00:00:00 sshd: cs20171121 [priv]
cs20171+ 19342 19337  0 11:04 ?        00:00:00 sshd: cs20171121@pts/0
cs20171+ 19343 19342  0 11:04 pts/0    00:00:00 -bash
cs20171+ 19365 11868  0  2020 pts/132  00:00:00 vim result.txt
cs20171+ 19418  1468  0  2020 pts/130  00:00:00 -bash
cs20161+ 19419     1  0  2020 ?        00:00:00 emacs --daemon
cs20171+ 19467  1468  0  2020 pts/131  00:00:00 -bash
cs20171+ 19542  1468  0  2020 pts/134  00:00:00 -bash
cs20171+ 19569     1  0 11:08 ?        00:00:00 sh /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/server.sh --start-server --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
cs20171+ 19577 19569  0 11:08 ?        00:00:02 /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/node /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/out/vs/server/main.js --start-server --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
cs20171+ 19650 19577  2 11:08 ?        00:01:39 /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/node /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/out/vs/server/uriTransformer.js
cs20171+ 19664 19577  0 11:08 ?        00:00:04 /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/node /students_home/cs20171121/.vscode-server/bin/ea3859d4ba2f3e577a159bc91e3074c5d85c0523/out/bootstrap-fork --type=watcherService
cs20171+ 19893  1468  0  2020 pts/151  00:00:00 -bash
root     19949     2  0 Jan02 ?        00:00:00 [kworker/5:2H]
root     20374     2  0 Jan17 ?        00:00:00 [kworker/1:1]
cs20181+ 20465     1  0  2020 ?        00:02:43 bochs -q
cs20131+ 20703     1  0  2020 pts/45   00:00:00 /bin/bash
cs20161+ 20718 18314  0  2020 ?        00:04:03 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 18314 1
cs20171+ 20772  1468  0  2020 pts/145  00:00:00 -bash
cse341   21045     1  0  2020 ?        00:11:51 tmux
cse341   21046 21045  0  2020 pts/29   00:00:00 -bash
root     21112     2  0 Jan19 ?        00:00:00 [kworker/0:1]
cse341   21287 21045  0  2020 pts/35   00:00:00 -bash
cs20151+ 21413     1  0  2020 ?        00:00:01 vim process.c
cse341   21867 21046  0  2020 pts/29   00:00:00 vim interpreter_test.py
cs20171+ 22047  1468  0  2020 pts/90   00:00:00 -bash
cs20171+ 22088  1468  0  2020 pts/92   00:00:00 -bash
oop2016+ 22094     1  0  2020 ?        00:00:01 /home1/oop20161333/.vscode-server/extensions/ms-vscode.cpptools-1.1.0-insiders3/debugAdapters/mono.linux-x86_64 --config /home1/oop20161333/.vscode-server/extensions/ms-vscode.cpptools-1.1.0-insiders3/debugAdapters/framework/config.linux /home1/oop20161333/.vscode-server/extensions/ms-vscode.cpptools-1.1.0-insiders3/debugAdapters/bin/OpenDebugAD7.exe
cse341   22147 21045  0  2020 pts/40   00:00:00 -bash
cs20171+ 22254  1468  0  2020 pts/163  00:00:00 -bash
cse341   22257 21045  0  2020 pts/44   00:00:00 -bash
cs20171+ 22355  1468  0  2020 pts/172  00:00:00 -bash
root     22417     2  0 Jan17 ?        00:00:02 [kworker/u65:2]
cse341   22496 21045  0  2020 pts/47   00:00:00 -bash
cs20171+ 22761  1468  0  2020 pts/135  00:00:00 -bash
cs20171+ 22805  1468  0  2020 pts/136  00:00:00 -bash
cs20171+ 22922 22047  0  2020 pts/90   00:00:00 vim to_postfix_sol.h
cse341   23200 22257  0  2020 pts/44   00:00:00 vim score_FLEXK.txt
cs20171+ 23213  1468  0 Jan13 pts/74   00:00:00 -bash
cse341   23234 22147  0  2020 pts/40   00:00:00 vim test.py
cs20171+ 23259  1468  0 Jan13 pts/81   00:00:00 -bash
cs20171+ 23300 23213  0 Jan13 pts/74   00:00:00 vim auto.sh
cs20141+ 23547 32390  0  2020 pts/60   00:00:00 -bash
cs20171+ 23576  1468  0  2020 pts/106  00:00:00 -bash
cs20171+ 23636  1468  0  2020 pts/109  00:00:00 -bash
cs20151+ 23727     1  0  2020 ?        01:12:43 tmux
cs20151+ 23728 23727  0  2020 pts/2    00:00:00 -bash
cs20151+ 23957 25048  0  2020 pts/70   00:00:00 -bash
root     23965     2  0 Jan19 ?        00:00:04 [kworker/2:0]
cs20171+ 23973 19418  0  2020 pts/130  00:00:00 vim grade.sh
cs20151+ 24068 25048  0  2020 pts/72   00:00:00 -bash
cs20152+ 24122     1  0  2020 ?        00:03:11 bochs -q
cs20151+ 24200 23957  0  2020 pts/70   00:00:00 vim config.conf
cs20151+ 24473     1  0  2020 ?        00:07:29 /home/cs20151146/.vscode-server/extensions/ms-vsliveshare.vsliveshare-1.0.2740/dotnet_modules/vsls-agent --autoexit --enableRpcInitialize --pipe vscode.3422a59fbccb09ce855bfa9d3df501cb --service https://prod.liveshare.vsengsaas.visualstudio.com/ --signalRServiceUri https://signlr-prod.core.vsengsaas.visualstudio.com/api/signalr/signalrhub --agentExtensionPath /home/cs20151146/.vscode-server/extensions/ms-vsliveshare.vsliveshare-1.0.2740/dotnet_modules/Microsoft.VisualStudio.LiveShare.Agent.PresenceService.dll
cs20171+ 24540  1468  0  2020 pts/153  00:00:00 -bash
cs20121+ 24588  5940  0  2020 pts/46   00:00:00 -bash
cs20141+ 24656 32390  0  2020 pts/54   00:00:00 -bash
cs20171+ 24724 23576  0  2020 pts/106  00:00:02 vim calculator.h
cs20141+ 24826 32390  0  2020 pts/58   00:00:00 -bash
cs20151+ 25048     1  0  2020 ?        03:12:01 tmux -2u
cs20151+ 25049 25048  0  2020 pts/27   00:00:00 -bash
hyoje420 25055 14617  0  2020 pts/65   00:00:00 -bash
root     25147     2  0 11:53 ?        00:00:00 [kworker/u64:1]
cs20151+ 25159 25048  0  2020 pts/28   00:00:00 -bash
cs20141+ 25298     1  0  2020 ?        00:07:27 bochs -q
cs20171+ 25317  1468  0  2020 pts/137  00:00:00 -bash
root     25324     1  0  2020 ?        00:08:09 tmux new -s oop
root     25325 25324  0  2020 pts/48   00:00:00 -bash
cs20171+ 25361  1468  0  2020 pts/138  00:00:00 -bash
cs20141+ 25364     1  0  2020 ?        00:00:00 vim driver1.cpp
root     25386 25324  0  2020 pts/50   00:00:00 -bash
cs20171+ 25397  1468  0  2020 pts/86   00:00:00 -bash
cs20171+ 25880 22254  1  2020 pts/163  1-04:46:32 htop
cs20121+ 26061  5940  0  2020 pts/171  00:00:01 -bash
root     26143     2  0 Jan17 ?        00:00:04 [kworker/7:0]
root     26161     2  0 Jan19 ?        00:00:01 [kworker/3:1]
cs20171+ 26236     1  0  2020 ?        00:00:00 gdb bomb
cs20121+ 26285  5940  0  2020 pts/160  00:00:02 -bash
root     26470  1307  0  2020 ?        00:00:02 /usr/sbin/crond -n
cs20171+ 26511  1468  0  2020 pts/51   00:00:00 -bash
cs20171+ 26556  1468  0  2020 pts/123  00:00:00 -bash
cs20141+ 26686     1  0  2020 ?        00:01:27 bochs -q
cse341   26842 21287  0  2020 pts/35   00:00:00 vim score.txt
cs20171+ 26861 19893  0  2020 pts/151  00:00:00 vim student_list.csv
root     27207     1  0  2020 ?        00:00:00 /usr/sbin/atd -f
cs20171+ 27274  1468  0  2020 pts/126  00:00:00 -bash
root     27281     2  0 12:05 ?        00:00:00 [kworker/u64:2]
root     27496     2  0 Jan03 ?        00:00:29 [kworker/5:0H]
cs20181+ 27876     1  0  2020 ?        00:00:00 sh /home/cs20181281/.vscode-server/bin/fcac248b077b55bae4ba5bab613fd6e9156c2f0c/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
cs20181+ 27885 27876  0  2020 ?        00:01:10 /home/cs20181281/.vscode-server/bin/fcac248b077b55bae4ba5bab613fd6e9156c2f0c/node /home/cs20181281/.vscode-server/bin/fcac248b077b55bae4ba5bab613fd6e9156c2f0c/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
sp20161+ 28049     1  0  2020 ?        00:00:35 /home1/sp20161049/.vscode-server/extensions/ms-vsliveshare.vsliveshare-1.0.3014/dotnet_modules/vsls-agent --autoexit --enableRpcInitialize --pipe vscode.98d8cbf7eeed9e11d4018a8117d58e18 --service https://prod.liveshare.vsengsaas.visualstudio.com/ --signalRServiceUri https://signlr-prod.core.vsengsaas.visualstudio.com/api/signalr/signalrhub --agentExtensionPath /home1/sp20161049/.vscode-server/extensions/ms-vsliveshare.vsliveshare-1.0.3014/dotnet_modules/Microsoft.VisualStudio.LiveShare.Agent.PresenceService.dll
cs20161+ 28259     1  0  2020 ?        00:07:33 bochs -q
root     28631   991  0 12:15 ?        00:00:00 sshd: cs20151509 [priv]
cs20151+ 28642 28631  0 12:15 ?        00:00:00 sshd: cs20151509@pts/16
cs20151+ 28643 28642  0 12:15 pts/16   00:00:00 -bash
cs20161+ 28807     1  0  2020 ?        00:19:09 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools
root     28866     2  0 Jan13 ?        00:00:00 [kworker/u66:1]
cs20161+ 28882 28807  0  2020 ?        00:04:01 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 28807 0
root     28961     2  0 12:17 ?        00:00:00 [kworker/2:1]
cs20162+ 29317     1  0  2020 ?        00:03:12 bochs -q
cs20161+ 29381 28807  0  2020 ?        00:04:01 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 28807 1
cs20161+ 29412 28807  0  2020 ?        00:03:59 /students_home/old_students/cs20161312/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 28807 2
cs20151+ 29509 11738  0  2020 pts/66   00:00:02 vim output.txt
root     29578     2  0 12:22 ?        00:00:00 [kworker/2:2]
cs20151+ 29882     1  0  2020 ?        00:07:57 tmux
cs20151+ 29883 29882  0  2020 pts/84   00:00:00 -bash
root     29929     2  0 Jan19 ?        00:00:00 [kworker/4:2H]
cs20151+ 29994 29882  0  2020 pts/91   00:00:00 -bash
cs20151+ 30056 28643  0 12:26 pts/16   00:00:00 ps -ef
cs20151+ 30106 29883  0  2020 pts/84   00:00:01 gdb kernel.o
root     30616     2  0 Jan13 ?        00:00:01 [kworker/u66:0]
cs20181+ 31011     1  0  2020 ?        00:00:00 vim strassen.cpp
root     31117     2  0 Jan18 ?        00:00:00 [kworker/6:2]
colord   31220     1  0  2020 ?        00:00:00 /usr/libexec/colord
root     31376     2  0 Jan08 ?        00:00:20 [kworker/5:2]
cs20151+ 31389 25048  0  2020 pts/20   00:00:00 -bash
cs20151+ 31494 25048  0  2020 pts/26   00:00:00 -bash
cs20171+ 31612  1468  0  2020 pts/139  00:00:00 -bash
cs20171+ 31658  1468  0  2020 pts/140  00:00:00 -bash
cs20141+ 32028  5044  0  2020 pts/24   00:00:00 cscope -R
cs20161+ 32089     1  0  2020 ?        00:02:29 bochs -q
cs20141+ 32390     1  0  2020 ?        00:13:01 tmux
cs20141+ 32391 32390  0  2020 pts/37   00:00:00 -bash
root     32670     2  0 Jan19 ?        00:00:00 [kworker/5:0]
cs20172+ 32714     1  0  2020 ?        00:00:00 ssh-agent -s
cs20171+ 32757  1468  0  2020 pts/181  00:00:00 -bash
